"Disease","Fiscal Year","Gender","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease","Hospitalization with Disease: Person Count","Hospitalization with Disease: Separation Count","Hospitalization with Disease: Days Stay","Hospitalization without Disease: Person Count","Hospitalization without Disease: Separation Count","Hospitalization without Disease: Days Stay","Physician Visit with Disease: Person Count","Physician Visit with Disease: Visit Count","Physician Visit without Disease: Person Count","Physician Visit without Disease: Visit Count","General Physician Visit with Disease: Person Count","General Physician Visit with Disease: Visit Count","General Physician Visit without Disease: Person Count","General Physician Visit without Disease: Visit Count","Specialist Visit with Disease: Person Count","Specialist Visit with Disease: Visit Count","Specialist Visit without Disease: Person Count","Specialist Visit without Disease: Visit Count"
Asthma,2008,F,30 to 34,1179294,4830,110724,78,402,15048,18630,65574,129498,147582,432798,,,,,98922,714126,658950,3806448,70872,420540,417696,2223168
Asthma,2008,F,35 to 39,1234578,5238,111714,144,594,10458,13386,56262,81282,95058,330432,,,,,100356,729402,697326,3796548,71724,403662,435996,2107248
Asthma,2008,F,40 to 44,1343340,5790,124176,222,1020,8388,11472,60462,48756,60528,284238,,,,,112374,832026,745068,3969570,84012,463218,489288,2098602
Asthma,2008,F,45 to 49,1451202,6054,136380,366,1848,9528,13452,81246,49038,62838,340572,,,,,125226,974394,813486,4473036,98136,573348,560226,2436198
Asthma,2008,F,50 to 54,1327242,5172,123966,564,2724,9762,13992,95802,49368,64782,399810,,,,,115596,946236,759672,4497240,95232,607080,548574,2557896
Asthma,2008,F,55 to 59,1133100,4818,109416,750,3642,10380,15132,110112,49248,66120,441906,,,,,102924,879126,656358,4066656,86514,596784,485454,2419608
Asthma,2008,F,60 to 64,953208,4446,96480,942,4602,11100,16692,129654,52356,71802,531132,,,,,91710,831972,557310,3714882,79416,594360,427290,2297970
Asthma,2008,F,65 to 69,715122,3360,75264,1176,5688,10932,16956,146538,51228,72240,592914,,,,,72300,715242,425652,3179370,64308,535002,338340,2006526
Asthma,2008,F,70 to 74,579216,2658,61728,1590,7536,11232,17916,170214,54252,77796,745326,,,,,59580,657786,352482,2983254,53490,486768,287730,1892370
Asthma,2008,F,75 to 79,510762,2388,55140,2136,11238,11982,19158,211470,62274,90486,967296,,,,,53052,649482,310266,3024756,47796,463104,256992,1833198
Asthma,2008,F,80 to 84,412272,1800,43632,2700,16236,11418,18312,222540,63636,93582,1155942,,,,,41682,574044,254034,2883498,36786,355308,207378,1527642
Asthma,2008,F,85+,444228,1770,42336,5604,42954,13050,20370,278616,86010,124164,1843386,,,,,39300,628320,272166,3732720,32022,279204,201528,1364412
Asthma,2008,M,<1,268992,5124,5478,0,1026,3006,4830,19110,145452,165276,555360,,,,,4962,48648,185550,1193538,4980,51666,142962,785640
Asthma,2008,M,1 to 4,764322,21180,84378,24,138,8196,10788,28590,20136,24564,73098,,,,,70872,379818,412866,1762572,58992,299628,233004,786876
Asthma,2008,M,5 to 9,956892,10302,195324,30,84,5502,6984,22476,10788,12978,43062,,,,,144798,522180,393726,1143948,105984,369138,207096,576708
Asthma,2008,M,10 to 14,1078680,5148,252846,48,108,5106,6516,33660,11100,13722,60204,,,,,176472,566622,394494,1065252,116724,377928,200904,559608
Asthma,2008,M,15 to 19,1192260,2916,210852,108,444,5118,6630,34560,18528,23292,127908,,,,,150786,504468,467250,1354020,84138,274734,217686,640782
Asthma,2008,M,20 to 24,1179936,2724,137094,126,684,3318,4314,27756,18552,23334,155766,,,,,95682,352872,467550,1497054,46296,156954,204630,633708
Asthma,2008,M,25 to 29,1194300,3234,85716,78,666,2400,3198,22506,19026,24366,168372,,,,,62430,275718,482706,1711176,32004,124050,222156,716520
Asthma,2008,M,30 to 34,1171278,3456,71700,78,756,2136,2922,17736,20106,25686,161004,,,,,56112,278268,506010,1933662,31140,125148,250512,832386
Asthma,2008,M,35 to 39,1243374,3600,72324,102,1068,2598,3498,22014,24276,31632,196248,,,,,58608,320370,571626,2337894,34818,147426,302562,1056660
Asthma,2008,M,40 to 44,1361100,3858,79434,180,1758,3582,5202,33378,31794,42564,271254,,,,,66336,396054,640686,2819328,42522,196206,361134,1343226
Asthma,2008,M,45 to 49,1464078,4050,84270,306,2994,4674,6930,45450,43554,59118,394914,,,,,72330,467004,721212,3371124,48924,251034,428226,1719432
Asthma,2008,M,50 to 54,1325196,3672,74124,462,4620,5484,8292,57210,52296,72504,490296,,,,,65634,458424,694464,3511476,47688,277710,441222,1948476
Asthma,2008,M,55 to 59,1116612,3330,62844,576,6156,6024,9120,64716,59232,83844,592800,,,,,57168,428868,619290,3441960,44154,286020,420024,2087316
Asthma,2008,M,60 to 64,931518,3006,55842,822,7992,7110,11322,87894,66174,95286,710166,,,,,52038,431838,541422,3355248,42630,318174,394494,2184492
Asthma,2008,M,65 to 69,680814,2460,45762,1074,9174,7296,12060,101190,64206,94842,782610,,,,,43326,405096,410322,2949132,37344,312672,317826,2003748
Asthma,2008,M,70 to 74,522492,1986,39798,1440,11334,7992,13350,121710,62916,95328,863514,,,,,38052,407436,326418,2759976,33738,322806,265992,1918044
Asthma,2008,M,75 to 79,422304,1758,36474,2076,14946,9318,15762,157836,64110,98454,1003350,,,,,34914,428646,265326,2637636,31554,338436,222828,1801308
Asthma,2008,M,80 to 84,282954,1158,26148,2388,16944,7806,13146,144294,53280,82506,963618,,,,,24918,350166,178608,2090850,22476,243126,150822,1294554
Asthma,2008,M,85+,213540,882,19170,3186,24690,6882,11352,143532,48750,74142,1008870,,,,,17676,283764,130728,1832592,15300,160164,106026,887148
Asthma,2009,F,<1,252306,2430,2634,6,738,1410,2214,10968,133278,147072,464700,,,,,2340,21258,173796,1060230,2400,26136,126480,656418
Asthma,2009,F,1 to 4,746232,13554,48570,12,96,4290,5712,16104,17808,21954,68088,,,,,40332,213258,420204,1732758,33750,168618,218598,714144
Asthma,2009,F,5 to 9,912972,8118,123174,18,60,3354,4206,13116,9558,11442,36372,,,,,92934,351258,417552,1249146,65328,221988,196446,519186
Asthma,2009,F,10 to 14,1004220,5046,171900,24,72,3552,4608,22182,10242,13176,62520,,,,,123972,426966,418032,1194198,76674,247566,189522,516900
Asthma,2009,F,15 to 19,1132722,4788,174720,48,180,7488,9840,43476,31866,39678,163752,,,,,146832,708234,560604,2344806,82914,310578,254142,826578
Asthma,2009,F,20 to 24,1157064,4584,141258,60,234,11172,14208,49236,67332,80544,242238,,,,,124518,748452,630552,3229218,74100,320958,319638,1230030
Asthma,2009,F,25 to 29,1217202,4962,122790,66,330,15966,19698,65034,121962,140754,397536,,,,,108270,750138,672138,3826338,74544,403452,397098,1922346
Asthma,2009,F,30 to 34,1200720,4980,116388,78,408,15810,19488,66744,130122,148290,432324,,,,,103410,750702,666150,3885696,75060,448830,427242,2299542
Asthma,2009,F,35 to 39,1230120,5388,115590,126,594,10872,13836,59766,81624,95322,332580,,,,,103350,751968,692226,3812688,74610,425310,438576,2157846
Asthma,2009,F,40 to 44,1313322,5718,124584,222,978,8364,11388,60144,47508,58686,265806,,,,,112332,833136,728142,3928074,84606,471846,483648,2098254
Asthma,2009,F,45 to 49,1465596,6144,142872,408,1854,10068,14106,85116,48594,62418,341916,,,,,130944,1012698,818262,4540368,103380,609222,570030,2498442
Asthma,2009,F,50 to 54,1358694,5520,131364,564,2724,10446,14730,101598,49374,64956,394224,,,,,122058,993930,772866,4565670,101226,643326,562890,2632734
Asthma,2009,F,55 to 59,1169298,4860,116046,672,3570,10632,15648,116460,49968,67320,453498,,,,,108870,914178,673350,4159164,91938,631278,501864,2504610
Asthma,2009,F,60 to 64,1001568,4470,104178,996,4854,11712,17562,139752,53808,73668,543498,,,,,98676,881424,584598,3877890,85716,638496,450432,2426640
Asthma,2009,F,65 to 69,746880,3438,80850,1272,5622,11574,17970,155910,52164,73350,592524,,,,,77520,760206,440478,3297108,68982,574128,351666,2092020
Asthma,2009,F,70 to 74,591384,2664,64710,1506,7404,11310,17940,169290,53604,76752,697374,,,,,62328,681288,358890,3033954,56058,510930,293910,1929066
Asthma,2009,F,75 to 79,513738,2274,57054,2046,11010,12102,19308,208230,60948,89058,953880,,,,,54768,665208,310806,3043776,49488,478644,258534,1850754
Asthma,2009,F,80 to 84,415698,1674,44940,2658,16038,11418,18030,216276,62610,92076,1145064,,,,,42882,584964,254448,2886402,37986,362640,208704,1531608
Asthma,2009,F,85+,464826,1740,45498,5670,43200,13686,21300,281244,88374,127968,1899480,,,,,41904,660654,281664,3871722,34506,301494,210456,1449810
Asthma,2009,M,<1,266172,4764,5118,0,882,2838,4506,19002,142014,161244,539556,,,,,4608,43290,183186,1161750,4650,50256,139974,769140
Asthma,2009,M,1 to 4,782832,21360,81612,24,126,7710,10194,25962,20778,25596,77682,,,,,68556,368370,425760,1815600,58122,296034,239244,808200
Asthma,2009,M,5 to 9,959292,10722,189678,30,66,5622,6966,22134,10854,12906,43788,,,,,142026,531990,403284,1204530,105192,374640,211608,593142
Asthma,2009,M,10 to 14,1057674,5436,252378,42,78,5184,6588,29862,10830,13200,56784,,,,,177444,582528,393630,1084230,118560,390054,200418,566670
Asthma,2009,M,15 to 19,1194096,2922,227532,108,414,5574,7074,37368,18048,22512,124668,,,,,162690,544260,463194,1355442,91368,300606,216744,649452
Asthma,2009,M,20 to 24,1191774,2682,152622,114,630,3630,4764,32046,18522,23106,163854,,,,,106038,392964,469632,1534152,51540,177366,207522,647364
Asthma,2009,M,25 to 29,1218690,3246,95478,96,630,2520,3414,25584,18984,24282,174834,,,,,68394,300942,494832,1783740,35448,138756,229416,747582
Asthma,2009,M,30 to 34,1188528,3606,75948,66,738,2412,3282,22980,20304,26058,173454,,,,,58590,293478,511872,2006634,33060,136728,257118,873522
Asthma,2009,M,35 to 39,1236822,3612,75012,108,954,2700,3750,24204,23664,30978,194052,,,,,60372,328806,567522,2342724,36216,156162,303120,1066452
Asthma,2009,M,40 to 44,1327044,3684,80346,162,1536,3552,5094,32412,30480,40512,251040,,,,,66600,397674,625734,2777382,42576,197556,355968,1334400
Asthma,2009,M,45 to 49,1482408,4188,89130,282,2784,4968,7212,49182,43020,58476,401430,,,,,76038,489672,727500,3418128,51570,263274,435816,1758672
Asthma,2009,M,50 to 54,1358772,3726,79224,456,4368,5676,8472,58218,52776,73554,496140,,,,,69846,482328,708516,3594774,50856,292074,453966,2006628
Asthma,2009,M,55 to 59,1152060,3270,67308,600,5808,6348,9684,75192,59790,84540,623604,,,,,60828,454194,634128,3522834,47004,305814,433350,2139822
Asthma,2009,M,60 to 64,976878,3036,59988,846,7722,7254,11328,87192,67830,97752,718956,,,,,55566,451218,566490,3505464,45486,335772,414696,2302074
Asthma,2009,M,65 to 69,712836,2406,48822,1080,9300,7644,12438,98532,64842,95394,772884,,,,,45984,423906,427278,3060180,39642,331284,331830,2088444
Asthma,2009,M,70 to 74,535710,1998,41076,1434,10722,8004,13230,122880,62226,93600,840882,,,,,39138,416130,333846,2803872,34932,329826,272382,1941144
Asthma,2009,M,75 to 79,428910,1650,37392,2052,14508,9114,15372,157494,63090,97068,1003332,,,,,35706,435192,268362,2662452,32334,339744,226242,1815522
Asthma,2009,M,80 to 84,292026,1176,27114,2316,16734,7824,12984,143712,53592,83076,969168,,,,,25734,354234,183870,2150976,23280,253530,155892,1323654
Asthma,2009,M,85+,226752,798,20520,3102,24780,7050,11646,142026,50130,76284,1026384,,,,,18822,300036,136866,1913484,16446,169944,111630,939564
COPD,1999,F,35 to 39,1387908,5250,15960,60,930,2190,3606,26148,101352,126078,550224,,,,,15204,148476,871278,5183328,11370,79452,528966,2414916
COPD,1999,F,40 to 44,1326444,5928,28380,150,1392,3762,6336,47484,66354,85986,465582,,,,,26808,264534,809790,4742136,20760,146376,514974,2245338
COPD,1999,F,45 to 49,1162914,6648,31962,234,1728,4566,7536,67674,57444,75750,462714,,,,,30420,308142,710616,4386210,24564,187650,485904,2222220
COPD,1999,F,50 to 54,1010442,7872,38322,474,2346,6432,10728,91224,54174,72726,455748,,,,,36630,386856,620616,4101384,30936,247638,455070,2214060
COPD,1999,F,55 to 59,771420,8190,41268,696,2754,8028,13596,125106,46284,63474,428502,,,,,39642,421368,464670,3193770,34020,288714,349308,1772520
COPD,1999,F,60 to 64,641832,8802,45912,1170,3468,10128,17664,160758,44676,62886,465930,,,,,44088,481794,387228,2821974,38346,339474,297576,1581336
COPD,1999,F,65 to 69,603114,9858,54906,2124,4860,14094,24480,243594,51030,73680,610728,,,,,52782,614088,358860,2858250,46866,448398,282180,1623192
COPD,1999,F,70 to 74,552204,10752,61500,3336,7074,18402,32100,339612,57600,84618,769434,,,,,59208,744546,328356,2862600,52752,532530,263088,1637112
COPD,1999,F,75 to 79,476730,10272,61086,4626,10410,20772,36618,428376,63072,94080,1022646,,,,,58782,817494,288330,2851794,52290,531978,233460,1542948
COPD,1999,F,80 to 84,308838,7548,43566,4560,12288,16608,28884,362694,51012,76950,951714,,,,,41772,639480,185136,2083212,36366,347406,146088,955416
COPD,1999,F,85+,295674,7722,42312,7614,29148,17490,29112,399066,58212,85974,1307382,,,,,40278,701226,179556,2436774,32238,277134,126750,764922
COPD,1999,M,35 to 39,1397880,4758,13824,78,1632,1458,2364,19260,41256,55014,352206,,,,,12462,96126,708780,3112932,8424,50910,365394,1297236
COPD,1999,M,40 to 44,1326408,5640,25698,174,2202,2886,4878,40038,44280,60336,374070,,,,,22734,180720,673458,3104424,15798,100986,366858,1367340
COPD,1999,M,45 to 49,1159518,6594,30744,348,2826,4110,7122,56160,45972,63726,421998,,,,,27516,226794,603300,2956392,20064,138972,349938,1414392
COPD,1999,M,50 to 54,1011840,8148,38208,600,3606,6180,10668,92190,49770,70410,467454,,,,,34782,297642,542784,2858784,26694,201516,339924,1489218
COPD,1999,M,55 to 59,766362,9204,44394,1212,4344,8874,15612,130482,48276,69720,500664,,,,,40890,374748,417636,2424852,32844,273936,282612,1367154
COPD,1999,M,60 to 64,618864,10284,52926,2100,5436,12630,22050,196578,49356,72378,527964,,,,,49302,481116,348420,2267850,41094,368598,251508,1343688
COPD,1999,M,65 to 69,560010,12378,68502,3816,7548,19182,34590,332730,55188,83004,671652,,,,,64656,693966,316752,2333754,55506,542586,241152,1442664
COPD,1999,M,70 to 74,460266,12816,76470,5874,9318,24666,44850,467142,54192,82794,714174,,,,,72666,863112,258030,2154516,63936,679878,205590,1361604
COPD,1999,M,75 to 79,337398,11058,69696,7272,10758,25734,46794,509838,48234,75132,783660,,,,,66450,881184,189732,1823256,59184,643500,155736,1136376
COPD,1999,M,80 to 84,185076,6906,44334,6552,9360,18552,33546,396678,30930,48558,548952,,,,,42396,616620,102084,1108488,36918,379842,83274,611796
COPD,1999,M,85+,129552,5304,32658,7488,12726,14940,25998,326340,25734,39450,532188,,,,,30948,498036,70632,881208,25476,236784,53682,371934
COPD,2000,F,35 to 39,1381908,5106,15924,60,870,2190,3624,25470,99504,122928,542832,,,,,15180,145536,870186,5172414,11328,78048,524280,2389734
COPD,2000,F,40 to 44,1352088,5658,32742,150,1218,3918,6486,48564,66030,84876,464328,,,,,30804,295284,826644,4823640,23466,158400,520746,2248536
COPD,2000,F,45 to 49,1201998,6294,37260,252,1734,4992,8262,69042,57162,75174,468552,,,,,35274,347232,734706,4493406,28200,210546,497094,2250780
COPD,2000,F,50 to 54,1057824,7350,44268,492,2508,6732,11280,94596,54876,73302,459204,,,,,42210,432966,653250,4273740,35274,275730,474618,2294592
COPD,2000,F,55 to 59,802278,7686,47304,744,2766,8370,14172,123342,45918,63174,433158,,,,,45294,468852,482406,3285198,38640,318570,359586,1819032
COPD,2000,F,60 to 64,655764,7860,51144,1266,3282,10566,18504,175398,43482,60936,442668,,,,,49080,523740,396498,2866800,42408,368988,302382,1604784
COPD,2000,F,65 to 69,601956,8610,59460,2034,4608,14184,24546,248208,48912,70296,569586,,,,,57210,648414,359460,2834328,50412,469056,280404,1606476
COPD,2000,F,70 to 74,556476,9498,66792,3450,6612,18582,32754,355404,55530,81408,767442,,,,,64302,791388,330426,2851116,57018,563334,262440,1627596
COPD,2000,F,75 to 79,482094,9288,66726,4770,9936,21504,38184,443748,61242,91824,994656,,,,,64218,880092,288462,2833914,56790,572064,232182,1537164
COPD,2000,F,80 to 84,325398,6966,49788,4998,12096,18060,31392,390030,51318,77100,953124,,,,,47682,721512,194916,2172798,41280,397278,152652,1004538
COPD,2000,F,85+,310230,7140,48738,8628,29976,19110,31746,433176,58932,86700,1346076,,,,,46200,799164,185556,2497152,36648,309594,129882,780654
COPD,2000,M,35 to 39,1395072,4608,13860,60,1542,1398,2424,19884,39618,52548,330636,,,,,12450,95418,708450,3104742,8406,51366,365424,1276038
COPD,2000,M,40 to 44,1355400,5256,29658,186,2082,2952,5052,44052,43932,59628,375036,,,,,25890,199434,690882,3172200,17766,110724,375456,1382718
COPD,2000,M,45 to 49,1196334,6204,35352,354,2760,4254,7206,60786,46056,63672,416388,,,,,31308,250884,624078,3042780,22494,150942,360858,1445028
COPD,2000,M,50 to 54,1058136,7794,44190,702,3726,6738,11436,96948,51156,71874,474306,,,,,39900,333414,572778,2997354,30360,225246,356412,1561656
COPD,2000,M,55 to 59,798444,8394,49902,1194,4422,9204,15972,139050,48648,69750,480690,,,,,45738,405402,436206,2512554,36378,293208,293124,1408596
COPD,2000,M,60 to 64,632070,9144,57774,2046,5406,12576,22242,200532,48654,71142,533238,,,,,53700,509370,356874,2299830,44412,392508,255918,1364286
COPD,2000,M,65 to 69,560340,10860,72264,3630,7170,18636,33480,338040,53520,79770,631182,,,,,68040,713454,318030,2324976,58194,559596,240360,1428744
COPD,2000,M,70 to 74,471174,11250,81774,5850,9060,24954,45246,462078,53730,82218,714768,,,,,77616,909420,264570,2185482,67944,707898,209064,1380264
COPD,2000,M,75 to 79,345024,9672,74622,7338,10356,26046,47196,512556,46716,72720,703818,,,,,70998,928332,192300,1832340,62940,679518,156594,1137726
COPD,2000,M,80 to 84,196566,6252,49182,6942,9522,19530,35214,403788,31488,49068,579834,,,,,46884,679248,108162,1168836,40836,418584,87762,654342
COPD,2000,M,85+,136632,4716,35988,7770,13290,15846,27750,346098,25938,39570,551568,,,,,33894,543006,73500,914856,27858,255996,55716,393954
COPD,2001,F,35 to 39,1357746,4668,15162,60,882,2064,3330,22560,95154,116472,505314,,,,,14454,135588,849774,4954134,10686,72438,514494,2341794
COPD,2001,F,40 to 44,1379316,5394,36186,144,1302,4020,6480,52110,63636,81426,458904,,,,,33834,309396,837672,4795830,25578,165972,530586,2263470
COPD,2001,F,45 to 49,1238772,6324,42522,270,1818,5268,8604,71874,54564,71496,438972,,,,,40038,380556,753594,4516782,31884,226794,511764,2285202
COPD,2001,F,50 to 54,1090986,7128,49212,516,2352,6954,11370,94542,51798,68928,448224,,,,,46758,459816,670770,4278780,38886,296310,486948,2312160
COPD,2001,F,55 to 59,847194,7374,53256,822,2802,8730,14604,130902,45354,62058,441252,,,,,50814,506652,508470,3396384,43296,349332,381216,1903422
COPD,2001,F,60 to 64,675570,7278,56190,1284,3234,10638,18306,170928,42918,59730,446310,,,,,53670,554070,405924,2881560,46368,388740,310290,1636404
COPD,2001,F,65 to 69,602682,8088,63450,2196,4500,14460,24954,249486,46302,66324,551502,,,,,60882,677790,358446,2779926,53670,490176,280752,1601346
COPD,2001,F,70 to 74,560700,8970,71790,3606,6528,19038,33264,366006,53322,78120,721872,,,,,68988,836316,329088,2814258,61260,594684,262746,1616346
COPD,2001,F,75 to 79,488208,8622,71760,4938,9612,21846,38100,444786,59010,88392,965514,,,,,68928,924432,288858,2813130,61266,598440,233250,1537032
COPD,2001,F,80 to 84,342354,6798,55518,5352,12504,19308,33264,439932,51570,77700,995220,,,,,53088,799728,203250,2263686,45918,428238,160116,1042584
COPD,2001,F,85+,322050,7062,54528,9528,29706,20688,34224,467454,58716,86886,1262976,,,,,51414,890958,188952,2554896,40782,336732,132804,798048
COPD,2001,M,35 to 39,1372710,4224,13446,60,1512,1302,2286,19848,36156,48150,330000,,,,,11976,88962,687072,2960574,8130,48078,359280,1245654
COPD,2001,M,40 to 44,1385088,5154,32586,210,2094,2994,5058,42102,41826,56550,384588,,,,,28170,208632,696306,3155106,19200,117834,382908,1394076
COPD,2001,M,45 to 49,1233588,6084,39894,384,2868,4446,7506,69390,44292,60876,399372,,,,,34908,273252,637014,3061176,24936,163458,370914,1464612
COPD,2001,M,50 to 54,1089576,7386,48822,720,3816,6828,11640,97980,49482,69702,465798,,,,,43722,349554,585384,3026232,32964,235668,366144,1582920
COPD,2001,M,55 to 59,843264,8160,55674,1242,4566,9486,16182,143214,48912,69780,474048,,,,,50838,433002,458964,2597544,40296,314298,308454,1461240
COPD,2001,M,60 to 64,651924,8646,62658,2124,5418,13068,22626,208470,47976,69468,524448,,,,,58098,538752,364818,2311740,47748,413346,261456,1376076
COPD,2001,M,65 to 69,562104,9714,75216,3654,6876,18486,32772,320646,50556,75294,599748,,,,,70632,719838,317646,2286654,60384,561072,240048,1411458
COPD,2001,M,70 to 74,481290,10440,86052,5988,8682,24882,44844,458292,51882,78864,689076,,,,,81582,938220,268596,2193492,71322,724914,212106,1390560
COPD,2001,M,75 to 79,354270,8994,78936,7434,10140,26394,47286,517098,46002,70902,700998,,,,,74988,965328,194802,1838064,66522,702282,159042,1150194
COPD,2001,M,80 to 84,208320,5994,53730,7236,9582,20208,35898,421278,31656,48996,566208,,,,,51090,732054,113382,1228464,44688,457164,92424,682938
COPD,2001,M,85+,142566,4656,39420,8370,13242,16926,29382,371184,25980,39438,526146,,,,,36990,594132,74934,938988,30480,280206,57426,405576
